441.4603,,,,,,,,,,,max,441.6911,min,441.3182
441.6606,,,,,,,,,,,,441.6879,,441.4612
441.6018,,,,,,,,,,,,,,
441.5455,,,,,,,,,,,,,,
441.5976,,,,,,,,,,,,,,
441.5996,,,,,,,,,,,,,,
441.619,,,,,,,,,,,,,,
441.5982,,,,,,,,,,,,,,
441.5811,,,,,,,,,,,,,,
441.5502,,,,,,,,,,,,,,
441.5885,,,,,,,,,,,,,,
441.6084,,,,,,,,,,,,,,
441.5712,,,,,,,,,,,,,,
441.6079,,,,,,,,,,,,,,
441.6032,,,,,,,,,,,,,,
441.5579,,,,,,,,,,,,,,
441.5694,,,,,,,,,,,,,,
441.6185,,,,,,,,,,,,,,
441.5682,,,,,,,,,,,,,,
441.6233,,,,,,,,,,,,,,
441.5549,,,,,,,,,,,,,,
441.4908,,,,,,,,,,,,,,
441.5637,,,,,,,,,,,,,,
441.5586,,,,,,,,,,,,,,
441.5993,,,,,,,,,,,,,,
441.5776,,,,,,,,,,,,,,
441.52,,,,,,,,,,,,,,
441.5517,,,,,,,,,,,,,,
441.5779,,,,,,,,,,,,,,
441.603,,,,,,,,,,,,,,
441.5393,,,,,,,,,,,,,,
441.5243,,,,,,,,,,,,,,
441.6144,,,,,,,,,,,,,,
441.5904,,,,,,,,,,,,,,
441.5298,,,,,,,,,,,,,,
441.4729,,,,,,,,,,,,,,
441.3182,,,,,,,,,,,,,,
441.5534,,,,,,,,,,,,,,
441.5308,,,,,,,,,,,,,,
441.5082,,,,,,,,,,,,,,
441.4885,,,,,,,,,,,,,,
441.5173,,,,,,,,,,,,,,
441.5515,,,,,,,,,,,,,,
441.5636,,,,,,,,,,,,,,
441.5999,,,,,,,,,,,,,,
441.5725,,,,,,,,,,,,,,
441.5683,,,,,,,,,,,,,,
441.5029,,,,,,,,,,,,,,
441.4697,,,,,,,,,,,,,,
441.49,,,,,,,,,,,,,,
441.6456,,,,,,,,,,,,,,
441.4937,,,,,,,,,,,,,,
441.6017,,,,,,,,,,,,,,
441.4966,,,,,,,,,,,,,,
441.5544,,,,,,,,,,,,,,
441.5352,,,,,,,,,,,,,,
441.6136,,,,,,,,,,,,,,
441.644,,,,,,,,,,,,,,
441.5994,,,,,,,,,,,,,,
441.537,,,,,,,,,,,,,,
441.4898,,,,,,,,,,,,,,
441.5793,,,,,,,,,,,,,,
441.5917,,,,,,,,,,,,,,
441.6561,,,,,,,,,,,,,,
441.5017,,,,,,,,,,,,,,
441.5956,,,,,,,,,,,,,,
441.5649,,,,,,,,,,,,,,
441.5329,,,,,,,,,,,,,,
441.4994,,,,,,,,,,,,,,
441.6005,,,,,,,,,,,,,,
441.5182,,,,,,,,,,,,,,
441.4832,,,,,,,,,,,,,,
441.5405,,,,,,,,,,,,,,
441.5131,,,,,,,,,,,,,,
441.5391,,,,,,,,,,,,,,
441.4972,,,,,,,,,,,,,,
441.5548,,,,,,,,,,,,,,
441.5721,,,,,,,,,,,,,,
441.6299,,,,,,,,,,,,,,
441.6202,,,,,,,,,,,,,,
441.5731,,,,,,,,,,,,,,
441.5986,,,,,,,,,,,,,,
441.5867,,,,,,,,,,,,,,
441.5004,,,,,,,,,,,,,,
441.609,,,,,,,,,,,,,,
441.5847,,,,,,,,,,,,,,
441.6575,,,,,,,,,,,,,,
441.5274,,,,,,,,,,,,,,
441.4695,,,,,,,,,,,,,,
441.5742,,,,,,,,,,,,,,
441.5704,,,,,,,,,,,,,,
441.507,,,,,,,,,,,,,,
441.5849,,,,,,,,,,,,,,
441.5285,,,,,,,,,,,,,,
441.5785,,,,,,,,,,,,,,
441.5663,,,,,,,,,,,,,,
441.5804,,,,,,,,,,,,,,
441.5449,,,,,,,,,,,,,,
441.5468,,,,,,,,,,,,,,
441.4878,,,,,,,,,,,,,,
441.5976,,,,,,,,,,,,,,
441.6242,,,,,,,,,,,,,,
441.5334,,,,,,,,,,,,,,
441.4521,,,,,,,,,,,,,,
441.5533,,,,,,,,,,,,,,
441.6057,,,,,,,,,,,,,,
441.6191,,,,,,,,,,,,,,
441.562,,,,,,,,,,,,,,
441.5911,,,,,,,,,,,,,,
441.5293,,,,,,,,,,,,,,
441.5459,,,,,,,,,,,,,,
441.5458,,,,,,,,,,,,,,
441.5166,,,,,,,,,,,,,,
441.5398,,,,,,,,,,,,,,
441.4697,,,,,,,,,,,,,,
441.5946,,,,,,,,,,,,,,
441.5615,,,,,,,,,,,,,,
441.6645,,,,,,,,,,,,,,
441.5307,,,,,,,,,,,,,,
441.5662,,,,,,,,,,,,,,
441.5794,,,,,,,,,,,,,,
441.5684,,,,,,,,,,,,,,
441.5771,,,,,,,,,,,,,,
441.6378,,,,,,,,,,,,,,
441.581,,,,,,,,,,,,,,
441.5742,,,,,,,,,,,,,,
441.5851,,,,,,,,,,,,,,
441.6105,,,,,,,,,,,,,,
441.5891,,,,,,,,,,,,,,
441.5824,,,,,,,,,,,,,,
441.5591,,,,,,,,,,,,,,
441.6035,,,,,,,,,,,,,,
441.5938,,,,,,,,,,,,,,
441.581,,,,,,,,,,,,,,
441.6178,,,,,,,,,,,,,,
441.6004,,,,,,,,,,,,,,
441.561,,,,,,,,,,,,,,
441.4976,,,,,,,,,,,,,,
441.5664,,,,,,,,,,,,,,
441.5591,,,,,,,,,,,,,,
441.5452,,,,,,,,,,,,,,
441.6209,,,,,,,,,,,,,,
441.5907,,,,,,,,,,,,,,
441.5748,,,,,,,,,,,,,,
441.4776,,,,,,,,,,,,,,
441.591,,,,,,,,,,,,,,
441.5956,,,,,,,,,,,,,,
441.5759,,,,,,,,,,,,,,
441.5561,,,,,,,,,,,,,,
441.5617,,,,,,,,,,,,,,
441.5377,,,,,,,,,,,,,,
441.6071,,,,,,,,,,,,,,
441.5077,,,,,,,,,,,,,,
441.6885,,,,,,,,,,,,,,
441.5036,,,,,,,,,,,,,,
441.6222,,,,,,,,,,,,,,
441.5577,,,,,,,,,,,,,,
441.5847,,,,,,,,,,,,,,
441.5613,,,,,,,,,,,,,,
441.6911,,,,,,,,,,,,,,
441.5971,,,,,,,,,,,,,,
441.5592,,,,,,,,,,,,,,
441.5681,,,,,,,,,,,,,,
441.5345,,,,,,,,,,,,,,
441.6651,,,,,,,,,,,,,,
441.6139,,,,,,,,,,,,,,
441.5965,,,,,,,,,,,,,,
441.5535,,,,,,,,,,,,,,
441.5986,,,,,,,,,,,,,,
441.4821,,,,,,,,,,,,,,
441.6862,,,,,,,,,,,,,,
441.5773,,,,,,,,,,,,,,
441.5586,,,,,,,,,,,,,,
441.6016,,,,,,,,,,,,,,
441.5093,,,,,,,,,,,,,,
441.6412,,,,,,,,,,,,,,
441.5595,,,,,,,,,,,,,,
441.5313,,,,,,,,,,,,,,
441.5215,,,,,,,,,,,,,,
441.5946,,,,,,,,,,,,,,
441.5218,,,,,,,,,,,,,,
441.6056,,,,,,,,,,,,,,
441.6018,,,,,,,,,,,,,,
441.6788,,,,,,,,,,,,,,
441.5989,,,,,,,,,,,,,,
441.5478,,,,,,,,,,,,,,
441.5941,,,,,,,,,,,,,,
441.5882,,,,,,,,,,,,,,
441.5686,,,,,,,,,,,,,,
441.5807,,,,,,,,,,,,,,
441.549,,,,,,,,,,,,,,
441.5875,,,,,,,,,,,,,,
441.5134,,,,,,,,,,,,,,
441.5506,,,,,,,,,,,,,,
441.6083,,,,,,,,,,,,,,
441.5582,,,,,,,,,,,,,,
441.61,,,,,,,,,,,,,,
441.6362,,,,,,,,,,,,,,
441.5765,,,,,,,,,,,,,,
441.55,,,,,,,,,,,,,,
441.5615,,,,,,,,,,,,,,
441.6304,,,,,,,,,,,,,,
441.5949,,,,,,,,,,,,,,
441.6654,,,,,,,,,,,,,,
441.5979,,,,,,,,,,,,,,
441.6441,,,,,,,,,,,,,,
441.5588,,,,,,,,,,,,,,
441.5114,,,,,,,,,,,,,,
441.6116,,,,,,,,,,,,,,
441.614,,,,,,,,,,,,,,
441.5818,,,,,,,,,,,,,,
441.5955,,,,,,,,,,,,,,
441.5491,,,,,,,,,,,,,,
441.5981,,,,,,,,,,,,,,
441.5423,,,,,,,,,,,,,,
441.5377,,,,,,,,,,,,,,
441.5433,,,,,,,,,,,,,,
441.5889,,,,,,,,,,,,,,
441.6247,,,,,,,,,,,,,,
441.5663,,,,,,,,,,,,,,
441.5989,,,,,,,,,,,,,,
441.6819,,,,,,,,,,,,,,
441.5265,,,,,,,,,,,,,,
441.5912,,,,,,,,,,,,,,
441.5581,,,,,,,,,,,,,,
441.576,,,,,,,,,,,,,,
441.5985,,,,,,,,,,,,,,
441.621,,,,,,,,,,,,,,
441.602,,,,,,,,,,,,,,
441.6009,,,,,,,,,,,,,,
441.6163,,,,,,,,,,,,,,
441.5898,,,,,,,,,,,,,,
441.5831,,,,,,,,,,,,,,
441.5483,,,,,,,,,,,,,,
441.5426,,,,,,,,,,,,,,
441.5079,,,,,,,,,,,,,,
441.5343,,,,,,,,,,,,,,
441.5796,,,,,,,,,,,,,,
441.6436,,,,,,,,,,,,,,
441.5388,,,,,,,,,,,,,,
441.5891,,,,,,,,,,,,,,
441.5693,,,,,,,,,,,,,,
441.6269,,,,,,,,,,,,,,
441.5688,,,,,,,,,,,,,,
441.5368,,,,,,,,,,,,,,
441.5368,,,,,,,,,,,,,,
441.523,,,,,,,,,,,,,,
441.579,,,,,,,,,,,,,,
441.5572,,,,,,,,,,,,,,
441.5119,,,,,,,,,,,,,,
441.5564,,,,,,,,,,,,,,
441.566,,,,,,,,,,,,,,
441.647,,,,,,,,,,,,,,
441.5071,,,,,,,,,,,,,,
441.5785,,,,,,,,,,,,,,
441.5773,,,,,,,,,,,,,,
441.6572,,,,,,,,,,,,,,
