442.2097,,,,,,,,,,,max,442.516,min,442.2097
442.3411,,,,,,,,,,,,442.4835,,442.2373
442.4311,,,,,,,,,,,,,,
442.3489,,,,,,,,,,,,,,
442.314,,,,,,,,,,,,,,
442.3882,,,,,,,,,,,,,,
442.352,,,,,,,,,,,,,,
442.3789,,,,,,,,,,,,,,
442.4237,,,,,,,,,,,,,,
442.4099,,,,,,,,,,,,,,
442.283,,,,,,,,,,,,,,
442.363,,,,,,,,,,,,,,
442.4101,,,,,,,,,,,,,,
442.4063,,,,,,,,,,,,,,
442.4127,,,,,,,,,,,,,,
442.3602,,,,,,,,,,,,,,
442.4601,,,,,,,,,,,,,,
442.4394,,,,,,,,,,,,,,
442.3967,,,,,,,,,,,,,,
442.5027,,,,,,,,,,,,,,
442.4759,,,,,,,,,,,,,,
442.3891,,,,,,,,,,,,,,
442.4177,,,,,,,,,,,,,,
442.4256,,,,,,,,,,,,,,
442.4352,,,,,,,,,,,,,,
442.4065,,,,,,,,,,,,,,
442.3703,,,,,,,,,,,,,,
442.2971,,,,,,,,,,,,,,
442.4619,,,,,,,,,,,,,,
442.4441,,,,,,,,,,,,,,
442.3926,,,,,,,,,,,,,,
442.3857,,,,,,,,,,,,,,
442.404,,,,,,,,,,,,,,
442.3576,,,,,,,,,,,,,,
442.3824,,,,,,,,,,,,,,
442.3067,,,,,,,,,,,,,,
442.2151,,,,,,,,,,,,,,
442.3076,,,,,,,,,,,,,,
442.3236,,,,,,,,,,,,,,
442.3025,,,,,,,,,,,,,,
442.342,,,,,,,,,,,,,,
442.2861,,,,,,,,,,,,,,
442.3129,,,,,,,,,,,,,,
442.3518,,,,,,,,,,,,,,
442.347,,,,,,,,,,,,,,
442.3974,,,,,,,,,,,,,,
442.4419,,,,,,,,,,,,,,
442.4086,,,,,,,,,,,,,,
442.3561,,,,,,,,,,,,,,
442.3536,,,,,,,,,,,,,,
442.3951,,,,,,,,,,,,,,
442.3374,,,,,,,,,,,,,,
442.397,,,,,,,,,,,,,,
442.4229,,,,,,,,,,,,,,
442.3085,,,,,,,,,,,,,,
442.3332,,,,,,,,,,,,,,
442.4329,,,,,,,,,,,,,,
442.3804,,,,,,,,,,,,,,
442.4263,,,,,,,,,,,,,,
442.3601,,,,,,,,,,,,,,
442.3961,,,,,,,,,,,,,,
442.4102,,,,,,,,,,,,,,
442.4831,,,,,,,,,,,,,,
442.4243,,,,,,,,,,,,,,
442.3647,,,,,,,,,,,,,,
442.3338,,,,,,,,,,,,,,
442.3715,,,,,,,,,,,,,,
442.3963,,,,,,,,,,,,,,
442.3947,,,,,,,,,,,,,,
442.285,,,,,,,,,,,,,,
442.2967,,,,,,,,,,,,,,
442.2898,,,,,,,,,,,,,,
442.3948,,,,,,,,,,,,,,
442.3576,,,,,,,,,,,,,,
442.4656,,,,,,,,,,,,,,
442.3195,,,,,,,,,,,,,,
442.3402,,,,,,,,,,,,,,
442.3807,,,,,,,,,,,,,,
442.3664,,,,,,,,,,,,,,
442.4339,,,,,,,,,,,,,,
442.3576,,,,,,,,,,,,,,
442.434,,,,,,,,,,,,,,
442.4165,,,,,,,,,,,,,,
442.3686,,,,,,,,,,,,,,
442.3805,,,,,,,,,,,,,,
442.408,,,,,,,,,,,,,,
442.4211,,,,,,,,,,,,,,
442.4066,,,,,,,,,,,,,,
442.4053,,,,,,,,,,,,,,
442.516,,,,,,,,,,,,,,
442.4245,,,,,,,,,,,,,,
442.3848,,,,,,,,,,,,,,
442.4104,,,,,,,,,,,,,,
442.4685,,,,,,,,,,,,,,
442.4239,,,,,,,,,,,,,,
442.4514,,,,,,,,,,,,,,
442.4396,,,,,,,,,,,,,,
442.3616,,,,,,,,,,,,,,
442.2984,,,,,,,,,,,,,,
442.4445,,,,,,,,,,,,,,
442.3594,,,,,,,,,,,,,,
442.2996,,,,,,,,,,,,,,
442.4675,,,,,,,,,,,,,,
442.3887,,,,,,,,,,,,,,
442.4458,,,,,,,,,,,,,,
442.3479,,,,,,,,,,,,,,
442.3593,,,,,,,,,,,,,,
442.3576,,,,,,,,,,,,,,
442.4307,,,,,,,,,,,,,,
442.3512,,,,,,,,,,,,,,
442.4218,,,,,,,,,,,,,,
442.4801,,,,,,,,,,,,,,
442.4402,,,,,,,,,,,,,,
442.4633,,,,,,,,,,,,,,
442.346,,,,,,,,,,,,,,
442.4221,,,,,,,,,,,,,,
442.43,,,,,,,,,,,,,,
442.4235,,,,,,,,,,,,,,
442.4227,,,,,,,,,,,,,,
442.3935,,,,,,,,,,,,,,
442.38,,,,,,,,,,,,,,
442.3787,,,,,,,,,,,,,,
442.3138,,,,,,,,,,,,,,
442.4081,,,,,,,,,,,,,,
442.3514,,,,,,,,,,,,,,
442.4488,,,,,,,,,,,,,,
442.4089,,,,,,,,,,,,,,
442.3841,,,,,,,,,,,,,,
